Автор,Место работы автора,Специализация адресата,Содержание,Примечание,Количество слов
1180,737,5,787,0,14
1807,998,6,906,0,6
1429,1298,3,618,0,9
1415,789,5,593,75,7
1368,1224,5,2131,0,19
1801,490,5,1334,0,15
1723,517,3,619,0,12
1116,750,3,619,0,12
1675,791,5,2484,0,14
1675,791,5,1948,0,20
1799,664,1,3081,0,12
1223,780,5,1059,0,24
607,407,3,619,0,12
110,277,2,459,0,7
1604,511,4,3751,0,5
867,791,10,1383,0,13
476,849,5,2676,25,22
1512,806,10,1604,0,13
1768,1172,10,2827,0,5
1675,791,5,1894,0,21
651,791,1,1660,0,31
1357,797,3,624,0,7
334,1096,4,102,0,12
709,763,4,3606,0,10
625,643,10,1661,0,11
625,643,1,2893,0,19
1771,1190,10,2845,0,13
774,799,3,624,0,7
500,775,3,624,0,7
474,735,3,624,0,7
1349,744,3,624,0,7
815,644,3,624,0,7
1452,1359,4,2065,0,5
1748,906,5,1325,0,24
1748,906,5,2330,0,10
994,1139,5,1944,0,9
429,311,1,1626,97,3
553,91,3,377,41,8
1550,743,3,623,0,9
1458,123,5,62,0,15
722,143,7,3173,0,12
1649,383,10,3226,0,12
1265,536,3,623,0,9
68,498,4,2065,0,5
980,1124,10,3275,0,15
1105,772,5,1970,0,7
332,1318,4,604,43,3
1523,1322,1,988,0,18
14,1296,1,988,0,18
759,1308,1,988,0,18
425,1341,1,988,0,18
843,1341,1,988,0,18
146,1336,1,988,0,18
1767,1311,1,988,0,18
1083,261,9,2486,0,5
112,855,7,2108,0,10
960,1407,7,2108,0,10
1349,744,7,2201,0,8
104,680,4,632,106,5
1402,526,3,624,0,7
1572,807,3,624,0,7
870,896,5,1284,0,11
1458,123,2,2138,0,12
786,1206,10,2091,0,14
312,810,3,624,0,7
867,791,10,2122,0,19
1649,383,10,2407,0,11
1649,383,10,2856,0,7
1649,383,10,2479,0,7
386,1268,10,988,0,18
1492,243,10,988,0,18
866,1305,10,988,0,18
645,1265,10,988,0,18
68,498,10,988,0,18
264,1359,10,988,0,18
1564,1269,4,3751,0,5
596,1368,10,988,0,18
920,1312,10,988,0,18
1790,405,10,988,0,18
1132,1332,5,2726,0,5
1105,772,5,3002,0,5
1664,532,3,624,0,7
245,452,10,1061,0,10
288,737,9,820,0,16
389,127,5,2623,0,2
432,1013,1,765,0,5
1524,954,1,766,0,7
867,785,5,1556,0,15
288,737,9,811,0,14
1161,588,1,764,0,7
288,737,9,2867,0,18
1265,536,2,904,0,4
1433,653,5,2980,0,11
653,731,10,3727,0,9
929,392,9,436,0,14
1675,791,1,588,0,15
164,1236,3,624,0,7
349,1285,3,624,0,7
961,1138,5,2580,0,15
72,516,10,3749,0,5
870,896,5,3463,0,25
246,89,1,1511,120,4
246,89,1,1509,120,4
1049,87,1,1510,120,4
54,918,5,2023,0,15
1675,791,5,2998,0,15
1069,481,5,1726,0,7
1069,481,5,2911,0,9
791,1146,10,3182,0,6
1071,730,3,295,0,13
1684,267,10,2991,62,2
227,1422,5,2591,0,9
599,729,3,295,0,13
1064,1296,10,988,0,18
789,1145,1,1626,118,3
1703,325,4,2222,0,4
1760,731,2,2511,0,6
1182,574,5,1782,0,22
648,764,3,624,0,7
829,230,10,988,123,18
76,422,5,1539,0,9
368,547,3,3302,0,11
1775,743,10,657,0,6
700,803,1,300,0,14
1390,1264,10,988,123,18
549,814,5,2143,0,22
467,1189,1,1895,0,15
722,143,10,2299,0,4
656,765,3,624,0,7
506,753,10,300,0,14
1105,772,1,307,0,6
1532,953,1,762,0,2
1161,588,1,762,0,2
1576,948,1,762,0,2
1212,486,5,799,0,11
1367,1121,5,2118,0,20
1048,732,7,3631,0,6
696,1252,5,2079,0,23
1126,747,3,623,0,9
1503,881,1,2132,0,26
511,1007,1,2119,0,19
1595,653,3,295,0,13
648,764,5,2134,0,19
1208,999,6,854,0,3
1593,1258,5,2117,0,14
1613,789,5,3248,232,9
848,645,3,623,0,9
84,506,5,1072,0,11
151,796,3,616,0,12
1699,739,3,616,0,12
849,516,9,806,0,15
319,525,5,101,0,17
24,802,1,3229,0,12
332,1318,4,604,124,3
1586,972,5,2139,0,16
304,314,2,1623,0,4
936,200,5,1173,44,5
346,804,3,622,0,7
512,1163,1,2163,0,10
412,1138,5,1676,0,15
1105,772,1,1922,0,33
52,1319,10,988,123,18
1035,852,7,3173,0,12
800,602,10,2436,0,9
1224,725,5,1806,0,14
83,609,2,2511,0,6
867,791,5,1949,0,13
867,791,5,1916,0,18
575,442,1,1307,0,15
1660,835,5,3415,0,10
1534,1137,10,3418,0,6
1640,537,3,1029,0,6
1468,441,1,2129,0,10
1105,772,5,2696,0,14
1017,491,5,725,0,14
869,321,9,3091,0,3
1607,1325,5,1822,66,5
1768,1172,9,1904,0,15
72,516,3,3440,0,7
1795,810,10,3415,0,10
128,1112,10,2841,99,14
1675,785,5,2575,0,11
651,785,1,2449,0,7
1215,782,10,1865,0,4
1559,84,5,2017,0,8
1,38,5,1933,0,3
927,553,7,3181,0,4
1303,515,10,1527,0,11
216,771,5,1879,0,10
1416,741,3,613,0,11
849,516,3,2544,0,8
908,1159,2,915,0,6
1003,1045,5,1795,0,5
492,1177,10,936,61,3
1621,146,5,1046,0,10
639,645,7,3323,0,13
1408,345,9,2430,96,13
43,1327,10,988,0,18
925,1203,10,1452,0,15
1307,353,5,2723,0,6
1790,405,10,988,123,18
280,415,10,358,0,11
1105,785,5,567,0,6
1564,1269,4,2065,0,5
451,478,5,2912,0,15
587,527,10,1071,0,8
724,694,10,988,0,18
1359,748,5,2593,0,3
490,337,9,2778,0,22
1355,197,8,1056,0,11
1572,807,10,1791,0,11
943,1304,5,2016,0,6
786,1206,10,2437,0,8
1259,1306,3,3109,0,11
1044,262,5,2145,0,7
1242,515,5,3182,0,6
808,475,10,3275,0,15
1526,728,10,1704,0,11
1414,867,10,988,0,18
1226,1451,10,987,0,18
786,1461,10,987,0,18
248,767,5,3206,0,14
203,1462,10,987,0,18
1354,844,6,3403,0,10
737,543,5,2691,0,7
180,1108,7,2202,0,10
599,729,10,1700,0,19
99,1369,10,987,0,18
857,291,5,899,0,7
79,525,1,2181,0,11
79,525,4,2181,0,11
171,1276,5,3748,0,16
833,533,10,1070,0,12
1105,772,5,594,0,9
72,516,10,1699,0,13
1105,785,5,2567,0,15
1105,772,5,2932,0,24
1249,265,10,987,100,18
1105,772,5,1301,0,18
1090,1011,5,454,0,11
543,731,7,2413,0,10
815,644,10,1701,0,12
1494,136,5,3435,0,8
110,277,1,2880,0,6
110,277,1,1732,0,7
1577,1240,10,987,0,18
1652,205,5,1321,0,13
746,749,1,1695,0,5
1188,1062,10,988,123,18
3,38,5,824,0,7
354,805,7,3402,0,9
462,756,10,1703,0,11
992,1142,7,3402,0,9
1694,139,5,290,0,13
73,463,7,56,0,12
83,609,2,1406,0,5
134,1232,5,635,0,15
210,22,5,316,0,8
1694,139,10,290,0,13
110,277,5,2187,0,7
476,20,7,3404,0,9
1801,490,5,1653,0,12
627,1198,10,3766,0,10
27,781,10,3367,0,8
1393,22,5,1453,0,15
1265,536,1,2881,0,8
585,540,10,3367,0,8
810,754,10,1526,0,5
1675,791,1,1318,68,3
857,291,5,1541,0,14
1723,517,7,3633,0,10
506,753,7,3402,0,9
260,1109,7,3402,0,9
986,745,10,1028,0,13
429,311,5,2883,0,17
197,499,10,692,0,18
506,753,5,281,0,11
837,951,5,1712,0,6
1002,771,5,2353,0,4
1675,785,5,2352,0,6
492,1177,10,936,0,3
680,932,1,1153,0,9
1138,571,5,1324,0,14
687,1312,1,2812,35,11
1648,447,10,1491,98,15
180,1108,10,3275,0,15
839,1115,7,3633,0,10
485,153,7,2136,0,12
304,314,1,2906,0,7
304,314,1,1707,0,13
1723,517,7,695,0,10
1458,123,5,1955,0,7
933,250,5,3241,0,6
867,785,5,2154,0,5
1728,1074,4,343,0,4
1728,1074,5,420,0,7
403,759,10,3118,0,8
867,785,5,2692,0,5
12,923,5,269,0,9
1069,481,5,2491,0,4
1369,785,5,597,0,6
1312,1047,5,589,0,14
1568,766,3,2104,0,7
1387,772,5,2522,0,6
284,654,5,1140,0,12
149,317,2,914,0,8
656,765,10,991,0,16
184,648,6,3403,0,10
1354,844,5,746,127,11
667,494,10,1887,0,14
1304,1076,5,1708,0,16
348,1138,5,2558,0,16
641,1322,5,3299,0,11
72,516,1,2839,0,8
729,1152,10,3271,0,10
1184,479,7,3417,0,10
1184,479,7,3172,0,11
389,48,5,2949,0,7
756,153,10,3633,0,10
960,1407,10,3633,0,10
128,1112,10,3631,0,6
1056,238,5,877,0,10
1568,782,1,2105,0,7
585,540,10,1780,0,4
431,1231,1,566,0,5
687,1414,4,1803,0,5
476,849,5,1447,0,12
1647,408,4,604,124,3
240,721,1,2105,0,7
739,143,5,2552,0,6
998,1240,5,99,0,11
619,524,5,466,0,12
543,731,7,3259,0,12
822,1055,5,3155,0,12
128,1112,7,3402,0,9
1611,800,10,1525,186,5
407,396,2,1687,0,9
1048,732,10,2842,122,14
1780,595,5,1615,0,10
1048,732,10,1702,0,10
83,609,5,903,0,7
1048,732,10,3271,0,10
515,814,10,1525,122,5
1774,1006,9,2194,0,6
1675,785,5,2537,0,30
1069,481,7,3259,0,12
149,317,2,431,121,7
839,1115,10,3269,0,10
1320,646,10,3273,0,10
1054,804,7,3417,0,10
1622,257,5,2271,209,8
613,607,1,562,0,3
729,190,7,3416,0,16
873,839,5,2123,0,10
1780,595,5,3066,0,11
585,540,10,3633,0,10
656,738,10,953,0,4
1801,490,5,3063,0,14
52,1319,5,3634,0,10
1723,517,10,3276,0,16
27,781,10,991,0,16
990,503,10,991,125,16
516,805,10,991,125,16
1785,455,9,3084,0,6
1162,727,10,992,0,14
1664,532,10,992,0,14
188,796,10,992,125,14
726,499,10,991,0,16
1349,744,10,991,0,16
1265,536,10,991,125,16
266,547,10,991,0,16
403,759,7,3633,0,10
587,527,10,992,0,14
235,533,10,991,0,16
161,522,10,992,0,14
1640,537,10,992,125,14
769,1282,10,992,0,14
1568,782,10,992,0,14
174,1117,10,992,0,14
816,798,10,991,125,16
691,1329,4,604,101,3
1071,730,10,992,0,14
594,754,10,992,0,14
648,764,10,992,0,14
1775,743,10,992,0,14
651,785,5,1878,0,18
1433,653,10,1064,0,8
24,802,10,992,125,14
485,153,10,3267,0,17
516,805,10,1064,0,8
951,736,10,992,0,14
1402,526,10,992,125,14
1709,739,10,991,0,16
93,1015,1,697,0,4
700,803,10,3270,0,12
1387,785,5,3127,0,8
1215,782,10,3270,0,12
1369,785,5,2773,0,6
72,516,10,2184,0,8
1459,1199,10,2539,0,7
295,637,5,2089,0,15
867,791,5,2690,0,5
651,791,5,1882,0,8
284,654,7,3633,0,10
348,205,5,1783,0,24
1675,791,5,585,0,9
925,1203,10,1888,0,15
279,512,5,1724,0,9
476,849,5,1349,0,27
242,205,5,2695,0,18
651,791,5,1131,0,7
664,1194,10,2780,0,4
1082,861,5,2096,0,15
1557,552,5,2536,0,12
865,466,5,40,0,13
389,48,5,408,0,13
849,516,10,3145,0,13
1303,515,10,992,125,14
651,791,5,1344,0,8
1723,517,10,1525,0,5
1713,801,10,992,125,14
651,791,5,1157,0,9
1512,806,10,992,192,14
348,205,5,1892,0,10
933,250,1,2144,0,8
817,785,5,407,0,27
1164,822,7,3632,0,9
1500,578,7,3633,0,10
977,323,5,2103,0,10
453,333,5,2550,0,7
530,1143,10,3272,0,9
1244,155,10,3272,0,9
1775,743,10,3272,0,9
426,735,10,3272,0,9
1480,157,10,3272,0,9
1147,1400,7,3633,0,10
1596,804,10,991,0,16
68,498,5,2643,0,10
382,1085,5,2292,0,3
653,731,10,991,0,16
549,814,10,991,0,16
627,1198,5,2865,0,3
1256,794,10,991,0,16
1598,775,10,991,0,16
72,516,10,991,0,16
527,799,10,991,0,16
1616,645,10,991,0,16
284,654,10,991,0,16
896,521,10,991,0,16
789,1145,5,301,0,5
543,731,5,313,0,4
449,529,10,991,0,16
1048,732,10,991,0,16
1156,1288,5,2810,0,7
1411,1281,10,991,0,16
1344,1419,10,568,0,4
1237,833,10,991,0,16
528,1340,4,898,0,4
1567,1468,5,54,0,2
599,729,10,989,0,16
1748,906,5,2340,0,12
419,719,5,2629,0,7
1131,824,5,1069,0,9
1778,798,5,324,0,6
1066,461,5,1454,0,3
1675,791,5,1925,0,23
1399,838,4,2065,0,5
42,1175,4,1628,0,8
110,277,5,2833,0,8
980,1124,10,2386,0,9
426,735,10,1094,0,6
282,1433,5,2203,0,7
608,48,5,2961,0,14
202,1467,5,1290,0,10
1484,548,5,384,0,4
1484,548,5,383,0,5
65,760,7,3633,0,10
1170,844,5,1866,0,12
1519,1441,6,2279,0,4
1066,461,1,720,0,2
1382,139,7,3019,0,4
1105,785,5,1652,0,3
1105,785,5,2453,0,24
535,205,5,2532,0,20
569,753,10,1972,187,4
1526,728,10,2386,0,9
1359,748,10,989,0,16
1107,1114,10,3270,0,12
229,502,10,3270,0,12
637,1335,4,503,0,4
1721,747,7,3633,0,10
1022,540,10,3270,0,12
1104,1337,4,390,0,6
1002,785,1,3127,0,8
1706,440,5,719,0,7
1444,1417,5,2499,0,3
1117,1144,5,2557,0,23
412,1138,5,2564,0,11
1001,862,10,989,0,16
426,735,10,989,0,16
1268,1170,1,661,0,3
1161,588,1,823,0,2
134,1232,4,553,0,5
1721,747,1,277,0,16
1721,747,10,2357,0,11
670,247,10,947,0,3
1616,645,10,1064,0,8
1572,807,10,991,0,16
840,45,5,2140,0,20
653,731,10,983,0,19
839,1115,1,3402,0,9
1103,648,10,1064,0,8
1728,1074,5,2360,0,5
292,147,5,3277,0,16
549,814,5,2358,0,8
1786,205,5,2464,0,28
476,848,5,1722,0,36
389,127,10,1669,87,4
1775,743,10,1064,0,8
495,19,5,724,0,13
269,1414,4,1804,0,6
556,770,5,363,0,5
1105,785,5,593,0,7
1294,462,10,656,0,6
549,814,10,3724,0,7
549,814,10,3401,0,8
933,250,5,2210,0,9
65,760,1,3401,0,8
119,794,10,3270,0,12
998,1240,4,3169,0,6
1558,744,10,3724,0,7
429,311,9,2948,191,8
477,990,1,1562,0,5
820,587,1,1989,0,3
140,785,5,1310,95,16
1105,785,5,592,108,5
1105,785,5,3754,0,17
702,697,5,2310,0,13
1512,806,5,2782,0,3
573,585,1,1562,0,5
1170,844,1,1868,0,21
389,48,5,1347,0,19
140,40,5,1692,0,29
902,1151,5,2112,0,11
996,607,5,2124,0,15
1187,1239,5,2538,0,13
24,802,5,3762,0,7
515,814,5,947,0,3
870,896,5,1285,0,5
780,520,10,3724,0,7
249,526,5,2063,0,9
982,1155,5,359,0,10
245,452,5,2408,0,8
651,785,5,2469,0,13
1496,1449,5,1475,0,2
853,62,10,2294,0,7
1721,747,10,1027,0,15
389,48,5,1100,0,7
613,607,1,1384,0,9
1749,907,5,2171,0,13
426,719,5,3268,0,8
1675,791,5,1919,0,11
1721,747,5,1611,0,7
1721,747,5,1382,0,15
1188,1062,10,810,0,11
1294,462,5,2135,0,5
421,1031,1,1262,139,2
575,442,5,1317,0,11
449,529,5,1485,0,7
65,760,10,990,21,15
651,791,5,2451,0,12
651,791,5,1893,0,17
1407,1438,5,1725,0,8
1047,205,5,2546,0,33
1098,873,1,1278,0,4
1525,18,5,2350,0,21
249,526,10,3726,0,6
613,607,1,1817,0,15
651,785,5,2568,0,10
1105,785,5,595,0,7
188,796,10,3270,0,12
527,799,5,991,0,16
981,844,5,1867,0,10
535,205,5,1860,0,6
1098,873,5,861,0,12
975,560,5,3065,0,10
883,39,5,2141,0,8
1285,1092,5,2214,0,16
65,760,10,311,0,10
625,642,1,306,0,6
284,654,1,3270,0,12
119,794,1,1064,0,8
1433,654,10,1063,0,9
851,606,1,1274,0,11
1779,905,5,2045,0,7
83,609,1,2551,0,7
1235,163,5,318,0,9
1235,163,5,19,0,9
1098,873,1,1277,0,5
1802,659,1,2128,0,11
1233,1221,5,3123,0,14
350,1091,5,1190,0,8
1437,591,9,1263,0,4
1372,527,5,3352,0,9
72,516,1,2839,84,8
839,1115,1,1288,85,6
449,529,5,2133,0,11
1116,750,5,1064,81,8
1098,873,5,1280,0,6
814,799,5,1064,81,8
1512,806,5,1605,0,15
1098,873,5,1279,0,5
796,1405,5,2447,147,4
1171,57,5,2549,0,23
1293,425,5,149,0,16
1154,727,5,1064,81,8
680,932,2,578,0,15
56,205,5,1136,0,10
1768,1172,1,3503,0,10
986,745,5,1235,0,6
1472,437,1,3677,0,8
1675,791,5,1057,0,12
1675,791,5,368,0,8
651,791,5,2772,0,6
984,857,5,795,165,20
651,791,1,586,0,14
42,1175,5,751,0,16
951,736,5,2149,0,13
442,163,5,3069,0,4
424,583,5,2029,0,5
1728,1074,5,419,0,7
424,583,5,2028,0,5
424,583,5,2027,0,5
753,115,1,2540,0,9
726,500,5,1038,0,9
742,848,5,1223,103,8
1675,791,5,1856,0,13
651,791,5,1947,0,13
1768,676,3,1222,0,4
1057,1100,5,2651,0,8
1580,957,5,1266,82,9
1280,494,5,1063,81,9
1784,1014,1,1264,0,5
1098,873,5,1278,0,4
1768,676,3,1210,0,4
1105,772,5,2450,0,14
1616,645,5,1248,0,13
1098,873,5,1404,0,8
697,1443,5,268,0,7
1146,1210,5,2786,0,3
1723,517,10,1587,0,10
736,530,5,826,0,12
389,60,5,2767,0,22
476,848,5,1351,0,14
367,1425,5,148,0,8
571,760,5,1091,0,5
1216,102,5,3556,0,12
571,760,5,1580,0,4
1458,123,5,825,0,8
94,880,5,1043,0,5
1533,1093,5,2267,42,3
480,165,5,2042,0,6
1152,764,5,3724,81,7
1512,806,5,2534,0,16
1235,163,5,1765,0,6
1572,807,5,472,0,8
613,607,1,335,0,5
1443,0,5,330,0,5
71,171,3,328,0,9
1463,1195,5,334,0,5
405,600,5,326,0,12
651,791,5,325,0,13
950,1432,5,2083,0,6
5,1216,5,338,0,21
1347,926,5,337,0,10
824,471,5,340,0,5
9,256,10,329,0,8
1205,775,10,3725,0,7
1058,272,5,2548,0,13
651,791,5,2697,0,19
348,205,5,321,0,6
254,717,5,331,0,6
1126,747,1,333,0,5
449,529,5,339,0,8
363,751,10,323,0,8
1126,747,10,1386,0,4
485,153,5,327,80,7
722,143,5,327,80,7
725,1124,5,1425,0,8
235,533,5,2208,0,14
1702,721,5,2051,0,8
651,791,5,2535,0,9
140,1383,5,2085,0,10
1034,58,5,2067,0,9
354,805,5,1385,83,10
729,190,5,2209,0,9
1768,1172,5,2362,0,12
174,534,5,1064,81,8
1637,1137,1,1275,0,14
1313,116,5,3080,0,9
700,803,5,1064,81,8
972,1101,5,2033,0,9
1433,654,5,3093,0,19
1254,1138,5,1677,0,17
857,291,5,1536,0,10
543,731,5,2446,0,7
1382,139,5,570,0,9
651,791,5,1877,0,19
933,442,5,1306,0,16
896,521,5,1063,81,9
363,751,5,1063,81,9
1054,804,5,1064,81,8
651,791,5,2516,0,7
1372,527,5,2054,0,10
688,1030,5,264,206,5
1258,820,5,2043,80,11
1791,1416,5,2403,0,5
240,721,1,1286,0,6
348,205,5,1809,0,13
1146,872,5,2044,0,7
295,637,5,91,0,9
1382,139,10,2819,0,6
1380,441,5,2130,0,14
1675,791,5,125,0,15
1732,944,5,2161,0,5
42,1175,10,2071,0,8
358,735,5,2056,0,14
518,528,10,1912,0,4
946,779,5,1095,0,9
1663,1133,5,3322,0,7
1433,653,5,3322,80,7
571,760,5,3128,79,16
530,1143,5,3056,0,13
917,252,9,1603,0,4
1265,530,5,1064,0,8
1675,785,5,587,0,10
1105,772,5,2582,0,13
94,880,5,2531,0,11
551,1435,5,1802,0,9
540,143,5,2268,132,6
1675,793,5,585,0,9
963,205,5,2563,0,10
1387,772,5,2273,0,20
96,844,5,3703,0,6
